ARTICULO;NOMBRE
116972;"Viga H200 INDE-K ; L=2,45 m"
119211;Anclaje Pilar 4C Ligero Ø15mm
113492;Pilar Circular INDE-K Ø90x350cm
113493;Pilar Circular INDE-K Ø90x350cm (Reparar)
109173;"Arriostrador PLUS ; L=1,00m ; Naranja (Reparar)"
107821;"Tensor TEIDE CURVE L310-270; M20x2"
107822;"Tensor TEIDE CURVE L310-270; M20x2"
107823;"Tensor TEIDE CURVE L310-270; M20x2 (Reparar)"
107831;"Tensor TEIDE CURVE L250-200 ; M20x2"
107832;"Tensor TEIDE CURVE L250-200 ; M20x2"
107833;"Tensor TEIDE CURVE L250-200 ; M20x2 (Reparar)"
113233;Pilar Circular INDE-K Ø40x300cm (Reparar)
113313;Pilar Circular INDE-K Ø40x400cm (Reparar)
113501;Pilar Circular INDE-K Ø90x100cm
522031;Bastidor Interior 240 Muro Curve
107871;Panel TEIDE CURVE 120x250cm
522041;Bastidor Interior 120 Muro Curve
113391;Pilar Circular INDE-K Ø30x200cm
113392;Pilar Circular INDE-K Ø30x200cm
113393;Pilar Circular INDE-K Ø30x200cm (Reparar)
103321;"Horquilla Puntal INDE-K ; H200"
103322;"Horquilla Puntal INDE-K ; H200"
203313;"Larguero THOR Ø48 mm ; L=300 cm (Reparar)"
113401;Pilar Circular INDE-K Ø50x200cm
113402;Pilar Circular INDE-K Ø50x200cm
107872;Panel TEIDE CURVE 120x250cm
107881;Panel TEIDE CURVE 120x240cm
107882;Panel TEIDE CURVE 120x240cm
107891;Panel TEIDE CURVE 60x250cm
107892;Panel TEIDE CURVE 60x250cm
107901;Panel TEIDE CURVE 60x240cm
107902;Panel TEIDE CURVE 60x240cm
117501;Husillo con Placa 1000 mm
113403;Pilar Circular INDE-K Ø50x200cm (Reparar)
109271;"Alineador TEIDE U80 ; L=1,50m"
116151;"Tubo Arriostrador TEIDE Ø48mm ; L=1,90m"
108771;Taco de Expansión  diam. 15/17 mm.
116162;"Viga H200 INDE-K; L=1,45 m"
107931;"Viga UPN 140 INDE-K ; L=3,00 m"
116152;"Tubo Arriostrador TEIDE Ø48mm ; L=1,90m"
108931;Eslinga un sólo uso de 0,50M
113441;Pilar Circular INDE-K Ø70x200cm
113442;Pilar Circular INDE-K Ø70x200cm
113443;Pilar Circular INDE-K Ø70x200cm (Reparar)
113153;Pilar Circular INDE-K Ø70x400cm (Reparar)
113411;Pilar Circular INDE-K Ø60x200cm
113412;Pilar Circular INDE-K Ø60x200cm
113413;Pilar Circular INDE-K Ø60x200cm (Reparar)
113421;Pilar Circular INDE-K Ø65x200cm
113431;Pilar Circular INDE-K Ø60x400cm
113422;Pilar Circular INDE-K Ø65x200cm
113423;Pilar Circular INDE-K Ø65x200cm (Reparar)
113502;Pilar Circular INDE-K Ø90x100cm
113432;Pilar Circular INDE-K Ø60x400cm
113433;Pilar Circular INDE-K Ø60x400cm (Reparar)
113503;Pilar Circular INDE-K Ø90x100cm (Reparar)
108621;"Viga UPN 140 INDE-K ; L=2,00 m"
108153;Base Regulable Cimbra INDE-K (Reparar)
108622;"Viga UPN 140 INDE-K ; L=2,00 m"
108461;Salvavoladizos Andamio
108462;Salvavoladizos Andamio
108463;Salvavoladizos Andamio (Reparar)
999003;Articulo Nuevo (Reparar)
108411;Plataforma INDE-K 240x30 cm
108471;Soporte de Iniciación Andamio
108412;Plataforma INDE-K 240x30 cm
108472;Soporte de Iniciación Andamio
802072;Husillo orientable 0,65 m
109131;"Sopanda Extrema VERSATEC PLUS ; L=3,00m ; Blanco"
801183;"Horizontal ""O"" 2,57 m CT (Reparar)"
107681;"Tuerca Seguridad TEIDE UP ; M10 ; g8.8"
107841;"Viga Anclaje TEIDE CURVE U100 ; L=0,72m"
119201;"Tornillo Hexagonal TEIDE 4C Ligero Ø15mm ; L=80mm"
108193;Grapa Ortogonal Cimbra (Reparar)
101043;"Arriostrador UNO97 ; L=4,00 m ; Naranja (Reparar)"
801403;Diagonal 2,07 x 2,0 m CT (Reparar)
801411;Grapa para perfil con tornillo CT
801412;Grapa para perfil con tornillo CT
109141;"Sopanda Extrema VERSATEC PLUS ; L=2,00m ; Blanco"
107842;"Viga Anclaje TEIDE CURVE U100 ; L=72cm"
106153;"Barra Roscada TEIDE Ø15mm ; L=1,20m (Reparar)"
109151;"Arriostrador PLUS ; L=4,00m ; Naranja"
801421;Grapa giratoria para perfil con tornillo CT
109161;"Arriostrador PLUS ; L=2,00m ; Naranja"
117521;"Arriostrador UNO97 ; 120x60cm ; L=3,75m ; Naranja"
106163;"Barra Roscada TEIDE Ø15mm ; L=1,50m (Reparar)"
106353;Tuerca Placa Articulada TEIDE Ø15mm (Reparar)
109171;"Arriostrador PLUS ; L=1,00m ; Naranja"
102013;"Tablero Tricapa VERSATEC 197x50cm ; Amarillo (1ª) (Reparar)"
106093;Panel TEIDE 100x80cm (Reparar)
101192;"Sopanda Extrema VERSATEC ; L=3,00 m ; Ral 4008"
106073;Panel TEIDE 100x120cm (Reparar)
116973;"Viga H200 INDE-K ; L=2,45 m (Reparar)"
103341;Suplemento Cabezal  Puntal Arriostrador Plus
103342;Suplemento Cabezal  Puntal Arriostrador Plus
103343;Suplemento Cabezal  Puntal Arriostrador Plus (Reparar)
107193;Panel TEIDE 4C 100x120cm (Reparar)
109203;"Sopanda Intermedia  VERSATEC PLUS ; L=4,00m ; Blanco (Reparar)"
119273;Anilla Elevación con tuerca  M-16 750 Kilos (Reparar)
801422;Grapa giratoria para perfil con tornillo CT
106173;"Barra Roscada TEIDE Ø15mm ; L=2,00m (Reparar)"
115501;Puntal 3m Galvanizado XTEN
111203;Marco Media Cubeta VERSATEC C/ Chapa Cub-20-30 (Reparar)
115511;Puntal de 4m
801423;Grapa giratoria para perfil con tornillo CT (Reparar)
107932;"Viga UPN 140 INDE-K ; L=3,00 m"
107933;"Viga UPN 140 INDE-K ; L=3,00 m (Reparar)"
102491;"Tablero Tricapa VERSATEC 98x50cm ; Azul (1ª)"
107941;Tornillo con Tuerca de 14x30  Zincado
107691;"Barra Roscada TEIDE Ø20mm ; L=3,00m"
119312;Chapa Pilar Serie Medium 3000x350mm Medianera
119313;Chapa Pilar Serie Medium 3000x350mm Medianera (Reparar)
116501;Catálogo Corporativo Inde-k
108901;Maquina Flejadora de Acero Dynamic 2000
106921;"Barra Roscada TEIDE Ø15mm ; L=0,50m"
108911;Fleje de Acero
106922;"Barra Roscada TEIDE Ø15mm ; L=0,50m"
108581;"Tapón Cono Recuperable TEIDE UP ; M24 PVC."
108231;Horquilla Cimbra INDE-K 2 Vigas
108232;Horquilla Cimbra INDE-K 2 Vigas
119203;"Tornillo Hexagonal TEIDE 4C Ligero Ø15mm ; L=80mm (Reparar)"
999521;Servicio de Fenólico Nuevo 300x80
117522;"Arriostrador UNO97 ; 120x60cm ; L=3,75m ; Naranja"
108241;Horquilla Polivalente INDE-K 4  maderas cimbra
108242;Horquilla Polivalente INDE-K 4  maderas cimbra
108251;Triángulo Base Cimbra INDE-K 136x75 cm
108252;Triángulo Base Cimbra INDE-K 136x75 cm
116083;"Viga H200 INDE-K ; L=3,90 m (Reparar)"
105301;Bisagra Int. Ligero 1200x300x300mm
108291;Triángulo INDE-K 1,36X1,00 m Ref. Especial
108292;Triángulo INDE-K 1,36X1,00 m Ref. Especial
108293;Triángulo INDE-K 1,36X1,00 m Ref. Especial (Reparar)
108271;Triángulo INDE-K 1,36X0,75 m Ref. Especial
108272;Triángulo INDE-K 1,36X0,75 m Ref. Especial
108273;Triángulo INDE-K 1,36X0,75 m Ref. Especial (Reparar)
108261;Triángulo INDE-K 1,36X0,50 m Ref. Especial
108262;Triángulo INDE-K 1,36X0,50 m Ref. Especial
106483;"Barra Roscada TEIDE Ø15mm ; L=0,80m (Reparar)"
108263;Triángulo INDE-K 1,36X0,50 m Ref. Especial (Reparar)
108281;Triángulo INDE-K Ref. Especial Cierre
106823;"Escuadra TEIDE ; Módulo 2 (Reparar)"
108282;Triángulo INDE-K Ref. Especial Cierre
108283;Triángulo INDE-K Ref. Especial Cierre (Reparar)
108311;Marco M- 2.000 x 700 mm
108312;Marco M- 2.000 x 700 mm
108321;Largueros Riostra 2.500 mm (tubo)
108322;Largueros Riostra 2.500 mm (tubo)
116473;Base de Paso de 165mm Andamio (Reparar)
108331;Diagonal  Punto Fijo 3.000 mm
108332;Diagonal  Punto Fijo 3.000 mm
108341;Barandilla de Cierre 700 mm
108342;Barandilla de Cierre 700 mm
107001;"Viga Trepa Interior TEIDE UP ; L=2,97 m"
115502;Puntal 3m Galvanizado XTEN
108351;Plataforma con Trampilla 3.000 mm
106523;"Barra Roscada TEIDE Ø15mm ; L=3,00m (Reparar)"
108352;Plataforma con Trampilla 3.000 mm
108253;Triángulo Base Cimbra INDE-K 136x75 cm (Reparar)
108361;Escalera  Plataforma Andamio
108362;Escalera  Plataforma Andamio
108371;Rodapié  de mad. 3000 mm
117513;"Tubo Arriostrador INDE-K Ø48mm ; L=4,00m (Reparar)"
108372;Rodapié  de mad. 3000 mm
117512;"Tubo Arriostrador INDE-K Ø48mm ; L=4,00m"
108431;Plataforma 2.000x300 mm Gris
108381;Rodapié 700 mm
108382;Rodapié 700 mm
108383;Rodapié 700 mm (Reparar)
106083;Panel TEIDE 100x100cm (Reparar)
108391;Tubo Amarre 1.000 mm
108392;Tubo Amarre 1.000 mm
108393;Tubo Amarre 1.000 mm (Reparar)
108401;Plataforma 300x30 cm Gris
108402;Plataforma 300x30 cm Gris
119281;Tuerca Mariposa 3 alas Pilar 4C Ligero
108473;Soporte de Iniciación Andamio (Reparar)
107203;Panel TEIDE 4C 100x80cm (Reparar)
108432;Plataforma 2.000x300 mm Gris
107381;"Berenjeno con Ala INDE-K ; Lado 20mm ; L=2,50m"
116212;"Rodapie Acero INDE-K ; L=250 cm ; Clase A"
108363;Escalera  Plataforma Andamio (Reparar)
116221;Salvavoladizos Andamio de 1,02 mm
119151;Chapa Pilar Serie Medium 500x500mm
116222;Salvavoladizos Andamio de 1,02 mm
116223;Salvavoladizos Andamio de 1,02 mm (Reparar)
116511;Ampliaplataformas de 0,64 Andamio
108511;Certificado de Montaje
116512;Ampliaplataformas de 0,64 Andamio
116191;Taco de M. VERSATEC PLUS Intermedia  1M
107951;"Berenjeno INDE-K  Estanco 25x34 ; L= 2,50m"
117502;Husillo con Placa 1000 mm
107961;"Viga UPN 140 INDE-K ; L=4,00 m"
107962;"Viga UPN 140 INDE-K ; L=4,00 m"
107963;"Viga UPN 140 INDE-K ; L=4,00 m (Reparar)"
531132;Tablero Fenólico TEIDE 298x98cm
116513;Ampliaplataformas de 0,64 Andamio (Reparar)
106573;"Alineador TEIDE I80 ; L=1,50m (Reparar)"
108173;"Tubo Arriostrador INDE-K Ø48mm ; L=6,00m (Reparar)"
117503;Husillo con Placa 1000 mm (Reparar)
107991;"Alineador TEIDE I80 ; L=4,00m"
116073;"Viga H200 INDE-K ; L=2,90 m (Reparar)"
107971;"Tapón bastidor INDE-K TEIDE y 4C Ø30mm ; Amarillo"
108133;"Larguero Cimbra INDE-K ; 136 cm (Reparar)"
108143;"Diagonal Cimbra INDE-K ; 192 cm (Reparar)"
107992;"Alineador TEIDE I80 ; L=4,00m"
801413;Grapa para perfil con tornillo CT (Reparar)
801431;Taco de plástico 0,10 m CT
801432;Taco de plástico 0,10 m CT
107993;"Alineador TEIDE I80 ; L=4,00m (Reparar)"
116231;Plataforma  700x300 mm Gris
116232;Plataforma  700x300 mm Gris
116233;Plataforma  700x300 mm Gris (Reparar)
116241;Mensula de 0,30 Andamio
116242;Mensula de 0,30 Andamio
116243;Mensula de 0,30 Andamio (Reparar)
116251;Diagonal  C/ Abrazadera 3.000 mm
116252;Diagonal  C/ Abrazadera 3.000 mm
106543;Tuerca Placa TEIDE Ø20mm (Reparar)
116261;Largueros Riostra 3.000 mm (tubo)
116262;Largueros Riostra 3.000 mm (tubo)
116103;"Viga H200 INDE-K; L=1,95 m (Reparar)"
116201;Rodapié de 1500 mm
999531;Servicio de Fenólico Nuevo 300x60
116202;Rodapié de 1500 mm
116203;Rodapié de 1500 mm (Reparar)
119202;"Tornillo Hexagonal TEIDE 4C Ligero Ø15mm ; L=80mm"
108433;Plataforma 2.000x300 mm Gris (Reparar)
108441;Largueros Riostra 2.000 mm (tubo)
116271;Plataforma  1020x300 mm Gris
116272;Plataforma  1020x300 mm Gris
116273;Plataforma  1020x300 mm Gris (Reparar)
116281;Plataforma  1200x300 mm Gris
116282;Plataforma  1200x300 mm Gris
116283;Plataforma  1200x300 mm Gris (Reparar)
116291;Plataforma  1500x300 mm Gris
116292;Plataforma  1500x300 mm Gris
116293;Plataforma  1500x300 mm Gris (Reparar)
116301;Barandilla Esquinal Andamio
116302;Barandilla Esquinal Andamio
116303;Barandilla Esquinal Andamio (Reparar)
116311;Horizontal de 1,90 Andamio
116312;Horizontal de 1,90 Andamio
116313;Horizontal de 1,90 Andamio (Reparar)
116321;Horizontal de 2,90 Andamio
116322;Horizontal de 2,90 Andamio
116323;Horizontal de 2,90 Andamio (Reparar)
116331;Diagonal  Punto Fijo 2,500 mm
116332;Diagonal  Punto Fijo 2,500 mm
116341;Vertical de 1m Andamio
116342;Vertical de 1m Andamio
999541;Servicio de Fenólico Nuevo 300x50
108201;Barandilla Lateral TEIDE
116113;"Viga H200 INDE-K; L=4,90 m (Reparar)"
108442;Largueros Riostra 2.000 mm (tubo)
116211;"Rodapie Acero INDE-K ; L=250 cm ; Clase A"
108451;Rodapié de mad.  2000 mm
108452;Rodapié de mad.  2000 mm
116351;Horizontal de 0,60 Andamio
116352;Horizontal de 0,60 Andamio
116353;Horizontal de 0,60 Andamio (Reparar)
116361;Ampliaplataformas de 0,30 Andamio
116362;Ampliaplataformas de 0,30 Andamio
116363;Ampliaplataformas de 0,30 Andamio (Reparar)
104511;Panel Fenólico  Ligero 1200x900 Inde-k
116371;Ampliaplataformas de 1,00 Andamio
116372;Ampliaplataformas de 1,00 Andamio
116373;Ampliaplataformas de 1,00 Andamio (Reparar)
116343;Vertical de 1m Andamio (Reparar)
103401;"Puntal INDE-K Plus ; 400- 230 cm ; Galvanizado"
116391;Pié de Barandilla para Ampliaplataformas de Andamio
116392;Pié de Barandilla para Ampliaplataformas de Andamio
116393;Pié de Barandilla para Ampliaplataformas de Andamio (Reparar)
104512;Panel Fenólico  Ligero 1200x900 Inde-k
116401;"Viga UPN 140 INDE-K ; L=1,50 m"
116402;"Viga UPN 140 INDE-K ; L=1,50 m"
116403;"Viga UPN 140 INDE-K ; L=1,50 m (Reparar)"
116411;Paso de Camiones  de 4m Andamio
116412;Paso de Camiones  de 4m Andamio
116413;Paso de Camiones  de 4m Andamio (Reparar)
116421;Paso de Camiones  de 5m Andamio
116422;Paso de Camiones  de 5m Andamio
116423;Paso de Camiones  de 5m Andamio (Reparar)
116431;Paso de Camiones  de 6m Andamio
108781;Tornillo con Tuerca y arandela de 16x30 Zincado
116432;Paso de Camiones  de 6m Andamio
116433;Paso de Camiones  de 6m Andamio (Reparar)
113301;"Chapa pilar Ovalado INDE-K 200X90; Rojo"
101802;"Arriostrador UNO97-Qbeta2a-ESP ; L=2,00 m"
107692;"Barra Roscada TEIDE Ø20mm ; L=3,00m"
113302;"Chapa pilar Ovalado INDE-K 200X90; Rojo"
103402;"Puntal INDE-K Plus ; 400- 230 cm ; Galvanizado"
113303;"Chapa pilar Ovalado INDE-K 200X90; Rojo (Reparar)"
119171;Panel TEIDE 4C Ligero 300x60cm
107112;Cono Posición TEIDE UP
999551;Servicio de Fenólico Nuevo 300x40
116441;Marco M- 1.570 x 500 mm Puntal Ul
116442;Marco M- 1.570 x 500 mm Puntal Ul
116451;Mensula de 0,30 Andamio C/ Abrazadera
116531;Pletina UPN 140 INDE-K
103403;"Puntal INDE-K Plus ; 400- 230 cm ; Galvanizado (Reparar)"
116452;Mensula de 0,30 Andamio C/ Abrazadera
116453;Mensula de 0,30 Andamio C/ Abrazadera (Reparar)
116461;Base de Paso de 115mm Andamio
116462;Base de Paso de 115mm Andamio
116463;Base de Paso de 115mm Andamio (Reparar)
116471;Base de Paso de 165mm Andamio
116472;Base de Paso de 165mm Andamio
116521;Marco M- 1.000 x 700 mm de Paso
104521;Panel Fenólico  Ligero 1200x600 Inde-k
108343;Barandilla de Cierre 700 mm (Reparar)
116522;Marco M- 1.000 x 700 mm de Paso
104522;Panel Fenólico  Ligero 1200x600 Inde-k
999561;Servicio de Fenólico Nuevo 300x30
116523;Marco M- 1.000 x 700 mm de Paso (Reparar)
532071;Tablero Fenólico TEIDE CURVE 2484x600x15mm
104531;Panel Fenólico Ligero 1200x450 Inde-k
104541;Panel Fenólico  Ligero 1200x300 Inde-k
104542;Panel Fenólico  Ligero 1200x300 Inde-k
104532;Panel Fenólico Ligero 1200x450 Inde-k
805133;"Puntal Aluminio UL ; 3,60 - 2,30 m (Reparar)"
805143;"Puntal Aluminio UL ; 4,8 - 3,3m (Reparar)"
104631;Perfil Compensador Pilar Ligero 1200x80x50 Inde-k
104632;Perfil Compensador Pilar Ligero 1200x80x50 Inde-k
104633;Perfil Compensador Pilar Ligero 1200x80x50 Inde-k (Reparar)
104641;Escuadra Ext.. Panel  Ligero 1200x100x100  Inde-k
113383;Pilar Circular INDE-K Ø60x100cm (Reparar)
104642;Escuadra Ext.. Panel  Ligero 1200x100x100  Inde-k
104651;Escuadra Int. Panel  Ligero 1200x200x200  Inde-k
106043;Panel TEIDE 300x60cm (Reparar)
104652;Escuadra Int. Panel  Ligero 1200x200x200  Inde-k
104661;Cangrejo Unión Panel  Ligero Inde-k
104662;Cangrejo Unión Panel  Ligero Inde-k
104671;Tuerca Placa TEIDE Ø15mm Pilar Ligero
104672;Tuerca Placa TEIDE Ø15mm Pilar Ligero
104673;Tuerca Placa TEIDE Ø15mm Pilar Ligero (Reparar)
801433;Taco de plástico 0,10 m CT (Reparar)
102492;"Tablero Tricapa VERSATEC 98x50cm ; Azul (1ª)"
108481;ML Varilla Roscada M24x3 Cald. 12.9
101481;Mordaza Seguridad VERSATEC
108491;Tuerca Hexagonal M24x3 Calid. 12.9
101482;Mordaza Seguridad VERSATEC
116532;Pletina UPN 140 INDE-K
116173;"Viga H200 INDE-K; L=5,90 m (Reparar)"
116533;Pletina UPN 140 INDE-K (Reparar)
116541;Tornillo M8x115 GH con Tuerca y Arandela
116542;Tornillo M8x115 GH con Tuerca y Arandela
101433;"Sopanda QBETA2 ; L=3,00 m ; Naranja (Reparar)"
108941;Punto de Anclaje M12
108551;Chapa Remate VERSATEC 197x27cm
119152;Chapa Pilar Serie Medium 500x500mm
203202;Torre de Hormigonado 3+1 m
107981;Tapón 4 C Ligero  TEIDE Ø18mm
108701;Tapón Medium  TEIDE Ø18mm
101862;"Apeo Postizo QBETA2a ; L=80cm ; Gris"
104003;"Chapa Pilar INDE-K 50x35cm ; Amarillo (Reparar)"
108033;"Guardacuerpo Fijo INDE-K ; L=120 cm ; Clase A (Reparar)"
116581;Anclaje Andamio 23/12x160 mm
119083;Bulón 15 Serie Medium Unión Vertical (Reparar)
119071;Mordaza Elevación Serie Medium
119072;Mordaza Elevación Serie Medium
531113;Tablero Fenólico TEIDE 298x58cm (Reparar)
119081;Bulón 15 Serie Medium Unión Vertical
119082;Bulón 15 Serie Medium Unión Vertical
119091;Cuña Serie Medium
108521;Estudio  de Apuntalamiento
119092;Cuña Serie Medium
108531;Proyecto Técnico Andamio
108541;Guardacuerpo C/Mor. 1.3M INDE-K  Ctf. UNE  EN13374
107803;Panel TEIDE CURVE 240x250cm (Reparar)
108552;Chapa Remate VERSATEC 197x27cm
108542;Guardacuerpo C/Mor. 1.3M INDE-K  Ctf. UNE  EN13374
107893;Panel TEIDE CURVE 60x250cm (Reparar)
111201;Marco Media Cubeta VERSATEC C/ Chapa Cub-20-30
109191;Tonillo CBH 4.8x38 con Alas
107523;"Tensor TEIDE UP ; Banda 50 mm ; L=8,00m (Reparar)"
106843;Consola TEIDE CT60 (Reparar)
801112;Base regulable articulada 0,45 m CT
108571;Tuerca Estanqueidad TEIDE Ø20mm
801113;Base regulable articulada 0,45 m CT (Reparar)
108063;Bulón con Cadena y Pasador TEIDE Ø19x120mm (Reparar)
106323;Panel TEIDE 300x30cm (Reparar)
116551;Viga IPE de 300mm Acero S275 de 8M
801441;Cáncamo 0,12 m CT
116552;Viga IPE de 300mm Acero S275 de 8M
101871;"Sopanda QBETA2a ; L=4,00m ; Zincado Inde-K"
107813;Panel TEIDE CURVE 240x240cm (Reparar)
101872;"Sopanda QBETA2a ; L=4,00m ; Zincado Inde-K"
101881;"Sopanda QBETA2a ; L=3,00m ; Zincado Inde-K"
101882;"Sopanda QBETA2a ; L=3,00m ; Zincado Inde-K"
101891;"Sopanda QBETA2a ; L=2,00m ; Zincado Inde-K"
108623;"Viga UPN 140 INDE-K ; L=2,00 m (Reparar)"
101892;"Sopanda QBETA2a ; L=2,00m ; Zincado Inde-K"
108601;Plataforma INDE-K 200x30 cm
108602;Plataforma INDE-K 200x30 cm
108611;Plataforma INDE-K 136x30 cm
108612;Plataforma INDE-K 136x30 cm
108613;Plataforma INDE-K 136x30 cm (Reparar)
109201;"Sopanda Intermedia  VERSATEC PLUS ; L=4,00m ; Blanco"
101123;"Apeo UNO97 ; L=197 cm ; Naranja (Reparar)"
116591;Taco Nylon Andamio 14x100 mm
104093;Tensor TC INDE-K Ø6/10mm ( Rana ) (Reparar)
108801;"Tubo Distanciador Ø32mm Muro 1C ; L=2,00 m"
803001;Sopanda 4M. St Alm (N18)
106363;Plataforma INDE-K 300x30 cm (Reparar)
109211;"Sopanda Intermedia  VERSATEC PLUS ; L=3,00m ; Blanco"
116601;Conector  Viga  H200 / 2UPN
103381;"Puntal INDE-K 1,50m ; Ø48/40  2/2mm"
109221;"Sopanda Intermedia  VERSATEC PLUS ; L=2,00m ; Blanco"
103382;"Puntal INDE-K 1,50m ; Ø48/40  2/2mm"
116602;Conector  Viga  H200 / 2UPN
801121;Collarín de arranque CT
108202;Barandilla Lateral TEIDE
109241;"Sopanda Extrema  VERSATEC ; L=4,00m ; 7A ; Blanco"
119162;Chapa Pilar Serie Medium 500x750mm
109213;"Sopanda Intermedia  VERSATEC PLUS ; L=3,00m ; Blanco (Reparar)"
203322;"Diagonal THOR Ø48 mm ; 200x300 cm"
116561;Viga HEA de 200mm Acero S275 de 1,5M
116562;Viga HEA de 200mm Acero S275 de 1,5M
116563;Viga HEA de 200mm Acero S275 de 1,5M (Reparar)
101901;"Arriostrador QBETA2a ; L=4,20m ; Zincado"
101902;"Arriostrador QBETA2a ; L=4,20m ; Zincado"
119172;Panel TEIDE 4C Ligero 300x60cm
116543;Tornillo M8x115 GH con Tuerca y Arandela (Reparar)
203241;Andamio de Ferrallar 3+1 m
119282;Tuerca Mariposa 3 alas Pilar 4C Ligero
119093;Cuña Serie Medium (Reparar)
116163;"Viga H200 INDE-K; L=1,45 m (Reparar)"
119191;Chapa Pilar Serie Medium 1500x500mm
119192;Chapa Pilar Serie Medium 1500x500mm
117531;"Arriostrador UNO97 ; 120x60cm ; L=2,25m ; Naranja"
117532;"Arriostrador UNO97 ; 120x60cm ; L=2,25m ; Naranja"
119212;Anclaje Pilar 4C Ligero Ø15mm
101483;Mordaza Seguridad VERSATEC (Reparar)
111202;Marco Media Cubeta VERSATEC C/ Chapa Cub-20-30
113103;Pilar Circular INDE-K Ø40x50cm (Reparar)
103391;"Puntal INDE-K 3m ; Ø48/40 e2/2.5mm Violeta"
119321;Chapa Pilar Serie Medium 3000x400mm Medianera
103392;"Puntal INDE-K 3m ; Ø48/40 e2/2.5mm Violeta"
119181;Panel TEIDE 4C Ligero 100x60cm
805081;Tuerca Placa Campana Ø15 mm UL
116491;"Rodapie Acero INDE-K ; L=300 cm ; Clase A"
116492;"Rodapie Acero INDE-K ; L=300 cm ; Clase A"
107512;"Tornillo TEIDE UP ; M24 ; L=50mm ; g8.8"
107513;"Tornillo TEIDE UP ; M24 ; L=50mm ; g8.8 (Reparar)"
119182;Panel TEIDE 4C Ligero 100x60cm
113463;Pilar Circular INDE-K Ø55x300cm (Reparar)
108003;"Triángulo Base Cimbra INDE-K ; 136x100 cm (Reparar)"
105121;"Tabica VERSATEC 25cm ; L=2,00m"
117541;"Arriostrador UNO97 ; 120x60cm ; L=2,50m ; Rojo"
117542;"Arriostrador UNO97 ; 120x60cm ; L=2,50m ; Rojo"
521211;Bastidor TEIDE 4C Ligero 300x60cm
105122;"Tabica VERSATEC 25cm ; L=2,00m"
107771;Broca de Madera Especial de 17mm
802073;Husillo orientable 0,65 m (Reparar)
521221;Bastidor TEIDE 4C Ligero 100x60 cm
108951;Anclaje TC TEIDE 4C Ligero Ø19mm
108952;Anclaje TC TEIDE 4C Ligero Ø19mm
805031;Grapa Orma UL
108961;Puntal Estabilizador TEIDE TC300
108962;Puntal Estabilizador TEIDE TC300
108971;Puntal Estabilizador TEIDE TC400
108972;Puntal Estabilizador TEIDE TC400
805032;Grapa Orma UL
108981;Puntal Estabilizador TEIDE TC600
108982;Puntal Estabilizador TEIDE TC600
109251;Placa Base TEIDE TC 4C Ligero
203242;Andamio de Ferrallar 3+1 m
203243;Andamio de Ferrallar 3+1 m (Reparar)
109252;Placa Base TEIDE TC 4C Ligero
109253;Placa Base TEIDE TC 4C Ligero (Reparar)
119221;Panel TEIDE 4C Ligero 300x80cm
202031;"Viga MK140 VERSATEC ; L=5,00m ; Zincada"
119222;Panel TEIDE 4C Ligero 300x80cm
119231;Panel TEIDE 4C Ligero 100x80cm
112013;Corbata INDE-K (Reparar)
119232;Panel TEIDE 4C Ligero 100x80cm
119241;Panel TEIDE 4C Ligero 50x60cm
119242;Panel TEIDE 4C Ligero 50x60cm
119251;Panel TEIDE 4C Ligero 50x80cm
119252;Panel TEIDE 4C Ligero 50x80cm
521231;Bastidor TEIDE 4C Ligero  de 300x80 cm
119261;Gancho Elevación 4C Ligero TEIDE 0.75 Toneladas
521241;Bastidor TEIDE 4C Ligero  de 100x80 cm
521251;Bastidor TEIDE 4C Ligero  de 50x60 cm
119262;Gancho Elevación 4C Ligero TEIDE 0.75 Toneladas
521261;Bastidor TEIDE 4C Ligero  de 50x80 cm
119263;Gancho Elevación 4C Ligero TEIDE 0.75 Toneladas (Reparar)
805092;"Puntal Aluminio UL ; 3,7 - 2,2 m"
202012;"Viga MK140 VERSATEC ; L=4,00m ; Negra"
108211;Mordaza Seguridad Perimetral TEIDE
108212;Mordaza Seguridad Perimetral TEIDE
202021;"Viga MK140 VERSATEC ; L=3,00m ; Negra"
107002;"Viga Trepa Interior TEIDE UP ; L=2,97 m"
202022;"Viga MK140 VERSATEC ; L=3,00m ; Negra"
106343;Panel TEIDE 100x30cm (Reparar)
202101;"Anclaje H200 MK140 ; Ø15mm"
202102;"Anclaje H200 MK140 ; Ø15mm"
202103;"Anclaje H200 MK140 ; Ø15mm (Reparar)"
801321;Vertical 2m s/espiga
202111;"Tornillo MK140 ; Ø15mm ; L=30mm"
203011;"Rueda con Husillo Giratoria THOR ; 250 kg"
202112;"Tornillo MK140 ; Ø15mm ; L=30mm"
202121;"Tornillo MK140 ; Ø15mm ; L=60cm"
202113;"Tornillo MK140 ; Ø15mm ; L=30mm (Reparar)"
203251;Andamio de Ferrallar 4+1 m
202122;"Tornillo MK140 ; Ø15mm ; L=60cm"
202123;"Tornillo MK140 ; Ø15mm ; L=60cm (Reparar)"
203012;"Rueda con Husillo Giratoria THOR ; 250 kg"
202131;"Anilla elevacion MK140 ; CMU 2 ton"
202132;"Anilla elevacion MK140 ; CMU 2 ton"
202133;"Anilla elevacion MK140 ; CMU 2 ton (Reparar)"
108013;Guardacuerpo C/Mor. 1.1M INDE-K  Ctf. UNE  EN13374 (Reparar)
